rel_ID,:START_ID,:END_ID,:TYPE,description,relationship_type
r_367f1078,d_e07af921,n_e686bd8f,CONTAINS,The DesignPrinciple domain contains Don\'t Repeat Yourself (DRY),hierarchical
r_733020b4,d_e07af921,n_469d864e,CONTAINS,The DesignPrinciple domain contains Above the Fold,hierarchical
r_f4e39799,d_e07af921,n_1e811618,CONTAINS,The DesignPrinciple domain contains Decomposing an Application,hierarchical
r_7f571a96,d_e07af921,n_9a7aa1d6,CONTAINS,The DesignPrinciple domain contains CIA Triad,hierarchical
r_08835691,d_e07af921,n_1710d92f,CONTAINS,The DesignPrinciple domain contains Secure by Default,hierarchical
r_d1bce0a6,d_e07af921,n_286e83f3,CONTAINS,The DesignPrinciple domain contains Principle of Least Privilege,hierarchical
r_f8d8d710,d_e07af921,n_bc431249,CONTAINS,The DesignPrinciple domain contains Storing Plaintext Passwords,hierarchical
r_f7a46bff,d_e07af921,n_e0bb3f12,CONTAINS,The DesignPrinciple domain contains Visibility Notations,hierarchical
r_6ec7cab4,d_e07af921,n_f0490a70,CONTAINS,The DesignPrinciple domain contains Quality Attributes Tradeoffs,hierarchical
r_5dc7d918,d_e07af921,n_fa465299,CONTAINS,The DesignPrinciple domain contains Lehman\'s laws of software evolution,hierarchical
r_ad169ced,d_e07af921,n_6220d163,CONTAINS,The DesignPrinciple domain contains Law I: Continuing change,hierarchical
r_2cfc599f,d_e07af921,n_36a74307,CONTAINS,The DesignPrinciple domain contains Law II: Increasing complexity,hierarchical
r_9a40ac99,d_e07af921,n_1da98a08,CONTAINS,The DesignPrinciple domain contains Robustness Principle,hierarchical
r_6e5f17f0,d_e07af921,n_eb13e38d,CONTAINS,The DesignPrinciple domain contains Last Responsible Moment (LRM),hierarchical
r_1dd1b6b1,d_e07af921,n_85471bd3,CONTAINS,The DesignPrinciple domain contains Agile approach,hierarchical
r_3825ea16,d_e07af921,n_5d0fe6f5,CONTAINS,The DesignPrinciple domain contains attribute-driven design (ADD),hierarchical
r_f8223798,d_e07af921,n_d83a8c83,CONTAINS,The DesignPrinciple domain contains You Aren\'t Gonna Need It (YAGNI),hierarchical
r_67f3fc47,d_e07af921,n_e2f64385,CONTAINS,The DesignPrinciple domain contains design principles,hierarchical
r_039c306a,d_e07af921,n_9656db01,CONTAINS,The DesignPrinciple domain contains separation of concerns,hierarchical
r_a8136df0,d_e07af921,n_b26f7917,CONTAINS,The DesignPrinciple domain contains high cohesion,hierarchical
r_0d4b14f4,d_e07af921,n_7611971d,CONTAINS,The DesignPrinciple domain contains loose coupling,hierarchical
r_a2bd7ed8,d_e07af921,n_09491a26,CONTAINS,The DesignPrinciple domain contains principle of least privilege (PoLP),hierarchical
r_459c53f5,d_e07af921,n_8e1df9fd,CONTAINS,"The DesignPrinciple domain contains Keep It Simple, Stupid (KISS)",hierarchical
r_3490bada,d_e07af921,n_24f5662c,CONTAINS,The DesignPrinciple domain contains Precondition,hierarchical
r_bef9dda6,d_e07af921,n_7d908bd6,CONTAINS,The DesignPrinciple domain contains Postcondition,hierarchical
r_9a016a78,d_e07af921,n_c3ad1a12,CONTAINS,The DesignPrinciple domain contains Data Abstraction,hierarchical
r_36a0ff1c,d_e07af921,n_5db7a4b3,CONTAINS,The DesignPrinciple domain contains Top-down Analysis,hierarchical
r_c3878684,d_e07af921,n_81a27e2e,CONTAINS,The DesignPrinciple domain contains Stepwise Refinement,hierarchical
r_5270dd64,d_e07af921,n_fe984a72,CONTAINS,The DesignPrinciple domain contains Mutual Exclusion,hierarchical
r_8c7f8b6c,d_e07af921,n_97e44103,CONTAINS,The DesignPrinciple domain contains Usability Design Principles,hierarchical
r_afc7ac45,d_e07af921,n_1043facb,CONTAINS,The DesignPrinciple domain contains WhiteSpace,hierarchical
r_49b1ee81,d_e07af921,n_14030c53,CONTAINS,The DesignPrinciple domain contains Method Naming Convention,hierarchical
r_d5f4d83b,d_e07af921,n_530aad72,CONTAINS,The DesignPrinciple domain contains Code Duplication,hierarchical
r_897c4fef,d_e07af921,n_7e4588e5,CONTAINS,The DesignPrinciple domain contains Algorithm Decomposition,hierarchical
r_746ddbd3,d_e07af921,n_106a34d3,CONTAINS,The DesignPrinciple domain contains Algorithm Selection,hierarchical
r_eea66139,d_e07af921,n_a05b4048,CONTAINS,The DesignPrinciple domain contains Data Structure Selection,hierarchical
r_2f7bc20e,d_e07af921,n_78d8ae32,CONTAINS,The DesignPrinciple domain contains Elimination of Duplicated Code,hierarchical
r_c06cd8d4,d_e07af921,n_0eed1299,CONTAINS,The DesignPrinciple domain contains refactoring,hierarchical
r_04eb1693,d_e07af921,n_ff6d7144,CONTAINS,The DesignPrinciple domain contains Design Stamina Hypothesis,hierarchical
r_3e7eb41a,d_e07af921,n_0e0b4884,CONTAINS,The DesignPrinciple domain contains Self-Testing Code,hierarchical
r_f922943f,d_e07af921,n_9aa0a177,CONTAINS,The DesignPrinciple domain contains Divergent Change,hierarchical
r_a2906da2,d_e07af921,n_f70bafc3,CONTAINS,The DesignPrinciple domain contains Shotgun Surgery,hierarchical
r_ff27c8b5,d_e07af921,n_c1ab9951,CONTAINS,The DesignPrinciple domain contains Boundary Testing,hierarchical
r_6f6cdd2b,d_e07af921,n_2cc030e4,CONTAINS,The DesignPrinciple domain contains Bad Smells in Code,hierarchical
r_cf4e3236,d_e07af921,n_c3593a0d,CONTAINS,The DesignPrinciple domain contains Small Functions,hierarchical
r_813ff7c5,d_e07af921,n_a8225db4,CONTAINS,The DesignPrinciple domain contains Function Naming,hierarchical
r_d3e07388,d_e07af921,n_8bf8ef8f,CONTAINS,The DesignPrinciple domain contains Joints in Software Systems,hierarchical
r_e71ff944,d_e07af921,n_84b29496,CONTAINS,The DesignPrinciple domain contains Feature Envy,hierarchical
r_ac6ce16a,d_e07af921,n_59aa27d9,CONTAINS,The DesignPrinciple domain contains Primitive Obsession,hierarchical
r_8d551ffc,d_e07af921,n_a19c86c4,CONTAINS,The DesignPrinciple domain contains Command-Query Separation,hierarchical
r_c707d236,d_e07af921,n_2517b92f,CONTAINS,The DesignPrinciple domain contains Command-Query Separation Principle,hierarchical
r_9a75c345,d_e07af921,n_33d5079e,CONTAINS,The DesignPrinciple domain contains Assertion,hierarchical
r_3bd2a3cf,d_e07af921,n_a6e0a915,CONTAINS,The DesignPrinciple domain contains Extract Function Refactoring,hierarchical
r_8a9a8731,d_e07af921,n_af227cd9,CONTAINS,The DesignPrinciple domain contains Favor Object Composition over Class Inheritance,hierarchical
r_390e2d1e,d_e07af921,n_6b7c1b7f,CONTAINS,The DesignPrinciple domain contains Separation of Policy and Mechanism,hierarchical
r_6bc32c94,d_e07af921,n_da51d64b,CONTAINS,The DesignPrinciple domain contains Functional Fixedness,hierarchical
r_c63f11fa,d_e07af921,n_683887b5,CONTAINS,The DesignPrinciple domain contains Convergent Thinking,hierarchical
r_b6801802,d_e07af921,n_c420c2a0,CONTAINS,The DesignPrinciple domain contains Principles of Software Architecture,hierarchical
r_87f4e999,d_e07af921,n_81817339,CONTAINS,The DesignPrinciple domain contains Stakeholder Influence,hierarchical
r_6568d733,d_e07af921,n_f7102e5b,CONTAINS,The DesignPrinciple domain contains Design Principles,hierarchical
r_21eb811e,d_e07af921,n_8aa20d8f,CONTAINS,The DesignPrinciple domain contains Abstraction Principle,hierarchical
r_7e5214f3,d_e07af921,n_dc6a0c18,CONTAINS,The DesignPrinciple domain contains Encapsulation Principle,hierarchical
r_7f99ee75,d_e07af921,n_b654e141,CONTAINS,The DesignPrinciple domain contains Coupling and Cohesion,hierarchical
r_8a1e0711,d_e07af921,n_562b93b2,CONTAINS,The DesignPrinciple domain contains Separation of Interface and Implementation,hierarchical
r_02aaa5f7,d_e07af921,n_0dcd7e83,CONTAINS,The DesignPrinciple domain contains Sufficiency and Completeness,hierarchical
r_7eb67885,d_e07af921,n_137ee3b9,CONTAINS,The DesignPrinciple domain contains Functional Cohesion,hierarchical
r_733c2a6c,d_e07af921,n_b6ffb607,CONTAINS,The DesignPrinciple domain contains Minimum coupling,hierarchical
r_86290b90,d_e07af921,n_0e16d601,CONTAINS,The DesignPrinciple domain contains Maximum cohesion,hierarchical
r_09235a6a,d_e07af921,n_7b3f9a1e,CONTAINS,The DesignPrinciple domain contains Information hiding,hierarchical
r_92ae0507,d_e07af921,n_878bcbcc,CONTAINS,The DesignPrinciple domain contains Orthogonality,hierarchical
r_ba0a556c,d_e07af921,n_9b11b100,CONTAINS,The DesignPrinciple domain contains Satisficing,hierarchical
r_fe2b21b1,d_e07af921,n_5eb34864,CONTAINS,The DesignPrinciple domain contains Object Collaboration,hierarchical
r_d5d7985f,d_e07af921,n_4dc2dc2c,CONTAINS,The DesignPrinciple domain contains Empirical Knowledge about Components,hierarchical
r_e9afd50f,d_e07af921,n_0ef9d2d2,CONTAINS,The DesignPrinciple domain contains Empirical Knowledge about Services,hierarchical
r_24149f8d,d_e07af921,n_9c0ff543,CONTAINS,The DesignPrinciple domain contains Declarative Knowledge,hierarchical
r_893ed446,d_e07af921,n_4c09ef54,CONTAINS,The DesignPrinciple domain contains formalized heuristics,hierarchical
r_d426cb7f,d_e07af921,n_05746ecd,CONTAINS,The DesignPrinciple domain contains Active User Involvement,hierarchical
r_e69f1d6d,d_e07af921,n_30a55ba2,CONTAINS,The DesignPrinciple domain contains Empowered Teams,hierarchical
r_b4a7a471,d_e07af921,n_2396d13a,CONTAINS,The DesignPrinciple domain contains Frequent Delivery of Products,hierarchical
r_5a3cf2f6,d_e07af921,n_e8f7bd2e,CONTAINS,The DesignPrinciple domain contains Iterative and Incremental Development,hierarchical
r_ac40bb24,d_e07af921,n_d6958b1e,CONTAINS,The DesignPrinciple domain contains Design Patterns Vocabulary,hierarchical
r_f8fb1d47,d_e07af921,n_f7a8c7e5,CONTAINS,The DesignPrinciple domain contains Problem Specification,hierarchical
r_ebaa2388,d_e07af921,n_d43e4f06,CONTAINS,The DesignPrinciple domain contains Pattern Classification,hierarchical
r_15b0e1d4,d_e07af921,n_41707a60,CONTAINS,The DesignPrinciple domain contains Design Trade-offs,hierarchical
r_9d184bf3,d_e07af921,n_b74406e7,CONTAINS,The DesignPrinciple domain contains preconditions,hierarchical
r_82faa031,d_e07af921,n_0654124c,CONTAINS,The DesignPrinciple domain contains postconditions,hierarchical
r_1a5b8347,d_e07af921,n_66c93af0,CONTAINS,The DesignPrinciple domain contains Design Review,hierarchical
r_e64fa5e6,d_e07af921,n_44acb6ca,CONTAINS,The DesignPrinciple domain contains Minimum Coupling,hierarchical
r_6381ebe6,d_e07af921,n_4830b5a7,CONTAINS,The DesignPrinciple domain contains Maximum Cohesion,hierarchical
r_7dacdaf8,d_e07af921,n_f2a56a89,CONTAINS,The DesignPrinciple domain contains modularity,hierarchical
r_be515df2,d_e07af921,n_d2b8caac,CONTAINS,The DesignPrinciple domain contains information hiding,hierarchical
r_858523c9,d_e07af921,n_5fed3411,CONTAINS,The DesignPrinciple domain contains inheritance,hierarchical
r_43d63a66,d_e07af921,n_30fca6d4,CONTAINS,The DesignPrinciple domain contains incremental development,hierarchical
r_f912f568,d_e07af921,n_e6e750e3,CONTAINS,The DesignPrinciple domain contains Agile Software Development,hierarchical
r_97de4e6c,d_e07af921,n_2a3ac0d8,CONTAINS,The DesignPrinciple domain contains Model-Driven Approach,hierarchical
r_9b7f3b35,d_e07af921,n_e136b547,CONTAINS,The DesignPrinciple domain contains Acceptance Testing,hierarchical
r_31914b84,d_e07af921,n_89218e0c,CONTAINS,The DesignPrinciple domain contains Structured Natural Language,hierarchical
r_c953c782,d_e07af921,n_8527fdf1,CONTAINS,The DesignPrinciple domain contains Database Integrity,hierarchical
r_c179ce75,d_e07af921,n_0e17e553,CONTAINS,The DesignPrinciple domain contains Stakeholder Communication,hierarchical
r_cebee5af,d_e07af921,n_d521bc04,CONTAINS,The DesignPrinciple domain contains System Analysis,hierarchical
r_43348e21,d_e07af921,n_943f5e4b,CONTAINS,The DesignPrinciple domain contains Large-scale Reuse,hierarchical
r_eb983125,d_e07af921,n_fdae9c6b,CONTAINS,The DesignPrinciple domain contains Software Reuse,hierarchical
r_4e120494,d_e07af921,n_a4934331,CONTAINS,The DesignPrinciple domain contains Configuration Management,hierarchical
r_2679b3ac,d_e07af921,n_20bc48b6,CONTAINS,The DesignPrinciple domain contains Agile Approach,hierarchical
r_cb06df6e,d_e07af921,n_d98228f4,CONTAINS,The DesignPrinciple domain contains Null Pointer Testing,hierarchical
r_169d67ab,d_e07af921,n_caf2beb7,CONTAINS,The DesignPrinciple domain contains Stress Testing,hierarchical
r_2f2cab0f,d_e07af921,n_d765ee8b,CONTAINS,The DesignPrinciple domain contains Incremental Integration,hierarchical
r_b03a40a8,d_e07af921,n_a2ff7654,CONTAINS,The DesignPrinciple domain contains Program Understanding,hierarchical
r_fdeace31,d_e07af921,n_c531c613,CONTAINS,The DesignPrinciple domain contains Diversity,hierarchical
r_3729424b,d_e07af921,n_5cbe0a8f,CONTAINS,The DesignPrinciple domain contains Verification and Validation,hierarchical
r_c8825a34,d_e07af921,n_6e8cd8ca,CONTAINS,The DesignPrinciple domain contains Cyberattack Resistance,hierarchical
r_55e2eea0,d_e07af921,n_87ce36e0,CONTAINS,The DesignPrinciple domain contains Control of information visibility,hierarchical
r_5ced765f,d_e07af921,n_c096b3b5,CONTAINS,The DesignPrinciple domain contains Good programming practices,hierarchical
r_c1370e64,d_e07af921,n_2a4452e6,CONTAINS,The DesignPrinciple domain contains Diversity in Hardware and Software,hierarchical
r_ca92a557,d_e07af921,n_3b0b24d6,CONTAINS,The DesignPrinciple domain contains Sociotechnical Systems,hierarchical
r_aae985b6,d_e07af921,n_b1149479,CONTAINS,The DesignPrinciple domain contains Restart Capability,hierarchical
r_215c813f,d_e07af921,n_dd493c79,CONTAINS,The DesignPrinciple domain contains Temporal Logic,hierarchical
r_e622b3ea,d_e07af921,n_ea7a13f7,CONTAINS,The DesignPrinciple domain contains Risk-Based Approach,hierarchical
r_18333cc8,d_e07af921,n_7228bb53,CONTAINS,The DesignPrinciple domain contains Risk Management,hierarchical
r_59fb3e45,d_e07af921,n_f985198f,CONTAINS,The DesignPrinciple domain contains Vulnerability Avoidance,hierarchical
r_e1578477,d_e07af921,n_d7f2615c,CONTAINS,The DesignPrinciple domain contains Encryption,hierarchical
r_fdc85899,d_e07af921,n_910f2aa7,CONTAINS,The DesignPrinciple domain contains Risk-based specification,hierarchical
r_c3518898,d_e07af921,n_7af4c8a3,CONTAINS,The DesignPrinciple domain contains Input Specification,hierarchical
r_e30e052b,d_e07af921,n_24a10ca9,CONTAINS,The DesignPrinciple domain contains Compartmentalization,hierarchical
r_4a70811d,d_e07af921,n_1a073f25,CONTAINS,The DesignPrinciple domain contains Security Design Principle,hierarchical
r_fa44f8fa,d_e07af921,n_c2c53d7f,CONTAINS,The DesignPrinciple domain contains Minimum Privilege Principle,hierarchical
r_5fa299f8,d_e07af921,n_c7e6687f,CONTAINS,The DesignPrinciple domain contains Defense in Depth,hierarchical
r_9e5c702d,d_e07af921,n_4a50613b,CONTAINS,The DesignPrinciple domain contains Fail Securely,hierarchical
r_548b3105,d_e07af921,n_7f4ecffd,CONTAINS,The DesignPrinciple domain contains Usability vs Security Trade-offs,hierarchical
r_ebf2dfce,d_e07af921,n_a8f5a79f,CONTAINS,The DesignPrinciple domain contains Redundancy and Diversity,hierarchical
r_a00793b1,d_e07af921,n_d9d57100,CONTAINS,The DesignPrinciple domain contains Concept Reuse,hierarchical
r_34f10572,d_e07af921,n_9dd9a1ae,CONTAINS,The DesignPrinciple domain contains Deployable Component,hierarchical
r_64d788b9,d_e07af921,n_b3aa0029,CONTAINS,The DesignPrinciple domain contains Component Independence,hierarchical
r_87bb4be4,d_e07af921,n_a7ae2d3d,CONTAINS,The DesignPrinciple domain contains Standard Component Model,hierarchical
r_14d16fb5,d_e07af921,n_f214f9b3,CONTAINS,The DesignPrinciple domain contains Dynamic Service Binding,hierarchical
r_fcaa4aa4,d_e07af921,n_be21758d,CONTAINS,The DesignPrinciple domain contains Opportunistic Service Construction,hierarchical
r_a30b8c04,d_e07af921,n_22804586,CONTAINS,The DesignPrinciple domain contains Statefulness,hierarchical
r_5482a3ec,d_e07af921,n_df6bd113,CONTAINS,The DesignPrinciple domain contains Deterministic System,hierarchical
r_2da53807,d_e07af921,n_179dc3c9,CONTAINS,The DesignPrinciple domain contains Tight Integration,hierarchical
r_7249b341,d_e07af921,n_07d6b334,CONTAINS,The DesignPrinciple domain contains Reductionism,hierarchical
r_d7421937,d_e07af921,n_3430fdc4,CONTAINS,The DesignPrinciple domain contains Emergent Properties,hierarchical
r_0a45c5a8,d_e07af921,n_db36a93d,CONTAINS,The DesignPrinciple domain contains Power Conservation,hierarchical
r_535c5b42,d_e07af921,n_2237480e,CONTAINS,The DesignPrinciple domain contains Model-Driven Development,hierarchical
r_8300238d,d_e07af921,n_3ec7a6bd,CONTAINS,The DesignPrinciple domain contains structured method,hierarchical
r_4461ae46,d_e07af921,n_688b444f,CONTAINS,The DesignPrinciple domain contains simple design,hierarchical
r_957c6d40,d_e07af921,n_045c5c0a,CONTAINS,The DesignPrinciple domain contains Divergent Thinking,hierarchical
r_d072e549,d_e07af921,n_c9b767f6,CONTAINS,The DesignPrinciple domain contains Key Tasks in Architectural Design,hierarchical
r_daba591e,d_e07af921,n_f6732458,CONTAINS,The DesignPrinciple domain contains Common Coupling,hierarchical
r_8d2c82a0,d_e07af921,n_16e1f516,CONTAINS,The DesignPrinciple domain contains Completeness,hierarchical
r_6478df2e,d_e07af921,n_d7235d94,CONTAINS,The DesignPrinciple domain contains Attainability,hierarchical
r_bf469ced,d_e07af921,n_69926b55,CONTAINS,The DesignPrinciple domain contains Concurrency Management,hierarchical
r_e7536e35,d_e07af921,n_fcdb9583,CONTAINS,The DesignPrinciple domain contains Dynamic Binding,hierarchical
r_d4382d8b,d_e07af921,n_a0b1d00b,CONTAINS,The DesignPrinciple domain contains Action-Conforming Functions,hierarchical
r_fd2c27e1,d_e07af921,n_545fa183,CONTAINS,The DesignPrinciple domain contains Action-Contradictive Functions,hierarchical
r_bbb0e95d,d_e07af921,n_d5533fd9,CONTAINS,The DesignPrinciple domain contains Cyclomatic Complexity,hierarchical
r_b1e635c8,d_e07af921,n_4af3cdc6,CONTAINS,The DesignPrinciple domain contains Usability Heuristics,hierarchical
r_2282cdb1,d_e07af921,n_4a6a8abe,CONTAINS,The DesignPrinciple domain contains Formative Evaluation,hierarchical
r_66457f72,d_e07af921,n_c1f388be,CONTAINS,The DesignPrinciple domain contains Summative Evaluation,hierarchical
r_7a7b14e0,d_e07af921,n_54af1c42,CONTAINS,The DesignPrinciple domain contains User Interface Guidelines,hierarchical
r_5ab805b3,d_e07af921,n_d95ce33c,CONTAINS,The DesignPrinciple domain contains Visibility of System Status,hierarchical
r_42399c5c,d_e07af921,n_b6492046,CONTAINS,The DesignPrinciple domain contains Match Between System and the Real World,hierarchical
r_037070de,d_e07af921,n_3ecae166,CONTAINS,The DesignPrinciple domain contains User Control and Freedom,hierarchical
r_3295dcc1,d_e07af921,n_007e0310,CONTAINS,The DesignPrinciple domain contains Consistency and Standards,hierarchical
