id:ID,:START_ID,:END_ID,:TYPE,description,relationship_type,strength,confidence
r_50fd1876,d_e07af921,n_bfb1927f,CONTAINS,The DesignPrinciple domain contains the concept 'Stable Dependencies Principle (SDP)',hierarchical,strong,
r_30b07aef,d_e07af921,n_5cb5a6f3,CONTAINS,The DesignPrinciple domain contains the concept 'Granularity',hierarchical,strong,
r_7b852a45,d_e07af921,n_7b2970d4,CONTAINS,The DesignPrinciple domain contains the concept 'Stability',hierarchical,strong,
r_1a45ffcf,d_e07af921,n_d2f62d7d,CONTAINS,The DesignPrinciple domain contains the concept 'Efferent Coupling',hierarchical,strong,
r_4429757c,d_e07af921,n_52842b59,CONTAINS,The DesignPrinciple domain contains the concept 'Stable Abstractions Principle (SAP)',hierarchical,strong,
r_543a64eb,d_e07af921,n_cc607eca,CONTAINS,The DesignPrinciple domain contains the concept 'Open/Close Principle',hierarchical,strong,
r_706fd9a5,d_e07af921,n_4c005017,CONTAINS,The DesignPrinciple domain contains the concept 'Weak Coupling',hierarchical,strong,
r_0ae4e0c1,d_e07af921,n_e6d7425f,CONTAINS,The DesignPrinciple domain contains the concept 'Single Dot Rule',hierarchical,strong,
r_a95b798a,d_e07af921,n_0748856b,CONTAINS,The DesignPrinciple domain contains the concept 'Hierarchy',hierarchical,strong,
r_a6c08000,d_e07af921,n_09919cc3,CONTAINS,The DesignPrinciple domain contains the concept 'Common Standards for Interoperability',hierarchical,strong,
r_c2b87dce,d_e07af921,n_010922a0,CONTAINS,The DesignPrinciple domain contains the concept 'Preventing Faults',hierarchical,strong,
r_41454f85,d_e07af921,n_3c88408e,CONTAINS,The DesignPrinciple domain contains the concept 'DIVE Criteria',hierarchical,strong,
r_20bcc969,d_e07af921,n_e4cc4f11,CONTAINS,The DesignPrinciple domain contains the concept 'External Coupling',hierarchical,strong,
r_ea08eed7,d_e07af921,n_75a84383,CONTAINS,The DesignPrinciple domain contains the concept 'Control Coupling',hierarchical,strong,
r_0e22963e,d_e07af921,n_1b6a291a,CONTAINS,The DesignPrinciple domain contains the concept 'Stamp Coupling',hierarchical,strong,
r_a67894de,d_e07af921,n_dc5b2331,CONTAINS,The DesignPrinciple domain contains the concept 'Data Coupling',hierarchical,strong,
r_e25c8ec5,d_e07af921,n_cddace9e,CONTAINS,The DesignPrinciple domain contains the concept 'Message Coupling',hierarchical,strong,
r_8c08c974,d_e07af921,n_14ba178d,CONTAINS,The DesignPrinciple domain contains the concept 'No Coupling',hierarchical,strong,
r_5b87ffe9,d_e07af921,n_ffc655ee,CONTAINS,The DesignPrinciple domain contains the concept 'Inversion of Control',hierarchical,strong,
r_62d68a67,d_e07af921,n_e8b8c54d,CONTAINS,The DesignPrinciple domain contains the concept 'Late Binding',hierarchical,strong,
r_b7a9a198,d_e07af921,n_fb52d8ea,CONTAINS,The DesignPrinciple domain contains the concept 'Immutable Events',hierarchical,strong,
r_447d079f,d_e07af921,n_dffd9fdc,CONTAINS,The DesignPrinciple domain contains the concept 'Service Loose Coupling',hierarchical,strong,
r_b3944794,d_e07af921,n_33acb623,CONTAINS,The DesignPrinciple domain contains the concept 'Service Abstraction',hierarchical,strong,
r_1af54c6f,d_e07af921,n_74b4dbba,CONTAINS,The DesignPrinciple domain contains the concept 'Service Reusability',hierarchical,strong,
r_4029409d,d_e07af921,n_5db45735,CONTAINS,The DesignPrinciple domain contains the concept 'Service Autonomy',hierarchical,strong,
r_7b2c6676,d_e07af921,n_7041e1f3,CONTAINS,The DesignPrinciple domain contains the concept 'Service Statelessness',hierarchical,strong,
r_6f343e20,d_e07af921,n_0d9e7dbf,CONTAINS,The DesignPrinciple domain contains the concept 'Service Discoverability',hierarchical,strong,
r_74ef0d8a,d_e07af921,n_48607bdb,CONTAINS,The DesignPrinciple domain contains the concept 'Service Composability',hierarchical,strong,
r_d61bda5b,d_e07af921,n_f21ea4fa,CONTAINS,The DesignPrinciple domain contains the concept 'Service-Oriented Analysis',hierarchical,strong,
r_bb41ad27,d_e07af921,n_d83f3e24,CONTAINS,The DesignPrinciple domain contains the concept 'Polyglot Development',hierarchical,strong,
r_e26e4bc8,d_e07af921,n_b5a7e1aa,CONTAINS,The DesignPrinciple domain contains the concept 'Cloud-Native Applications',hierarchical,strong,
r_c04cf4e7,d_e07af921,n_50f018cb,CONTAINS,The DesignPrinciple domain contains the concept 'Idempotence',hierarchical,strong,
r_f126ea75,d_e07af921,n_e686bd8f,CONTAINS,The DesignPrinciple domain contains the concept 'Don\'t Repeat Yourself (DRY)',hierarchical,strong,
r_027c61a8,d_e07af921,n_469d864e,CONTAINS,The DesignPrinciple domain contains the concept 'Above the Fold',hierarchical,strong,
r_3ea9da35,d_e07af921,n_1e811618,CONTAINS,The DesignPrinciple domain contains the concept 'Decomposing an Application',hierarchical,strong,
r_f159d6c8,d_e07af921,n_9a7aa1d6,CONTAINS,The DesignPrinciple domain contains the concept 'CIA Triad',hierarchical,strong,
r_d62f8226,d_e07af921,n_1710d92f,CONTAINS,The DesignPrinciple domain contains the concept 'Secure by Default',hierarchical,strong,
r_36150fee,d_e07af921,n_286e83f3,CONTAINS,The DesignPrinciple domain contains the concept 'Principle of Least Privilege',hierarchical,strong,
r_93bfec23,d_e07af921,n_bc431249,CONTAINS,The DesignPrinciple domain contains the concept 'Storing Plaintext Passwords',hierarchical,strong,
r_e8fd506c,d_e07af921,n_e0bb3f12,CONTAINS,The DesignPrinciple domain contains the concept 'Visibility Notations',hierarchical,strong,
r_6b454f20,d_e07af921,n_f0490a70,CONTAINS,The DesignPrinciple domain contains the concept 'Quality Attributes Tradeoffs',hierarchical,strong,
r_392f2ee8,d_e07af921,n_fa465299,CONTAINS,The DesignPrinciple domain contains the concept 'Lehman\'s laws of software evolution',hierarchical,strong,
r_1be69bd7,d_e07af921,n_6220d163,CONTAINS,The DesignPrinciple domain contains the concept 'Law I: Continuing change',hierarchical,strong,
r_42e93a8c,d_e07af921,n_36a74307,CONTAINS,The DesignPrinciple domain contains the concept 'Law II: Increasing complexity',hierarchical,strong,
r_880f88cd,d_e07af921,n_1da98a08,CONTAINS,The DesignPrinciple domain contains the concept 'Robustness Principle',hierarchical,strong,
r_b3e22c81,d_e07af921,n_eb13e38d,CONTAINS,The DesignPrinciple domain contains the concept 'Last Responsible Moment (LRM)',hierarchical,strong,
r_327b1e39,d_e07af921,n_85471bd3,CONTAINS,The DesignPrinciple domain contains the concept 'Agile approach',hierarchical,strong,
r_63a7988d,d_e07af921,n_5d0fe6f5,CONTAINS,The DesignPrinciple domain contains the concept 'attribute-driven design (ADD)',hierarchical,strong,
r_abcb376a,d_e07af921,n_d83a8c83,CONTAINS,The DesignPrinciple domain contains the concept 'You Aren\'t Gonna Need It (YAGNI)',hierarchical,strong,
r_9adf79b1,d_e07af921,n_e2f64385,CONTAINS,The DesignPrinciple domain contains the concept 'design principles',hierarchical,strong,
r_751e03be,d_e07af921,n_9656db01,CONTAINS,The DesignPrinciple domain contains the concept 'separation of concerns',hierarchical,strong,
r_c35b487b,d_e07af921,n_b26f7917,CONTAINS,The DesignPrinciple domain contains the concept 'high cohesion',hierarchical,strong,
r_ebeb98fd,d_e07af921,n_7611971d,CONTAINS,The DesignPrinciple domain contains the concept 'loose coupling',hierarchical,strong,
r_a8a71a95,d_e07af921,n_09491a26,CONTAINS,The DesignPrinciple domain contains the concept 'principle of least privilege (PoLP)',hierarchical,strong,
r_aeee8bab,d_e07af921,n_8e1df9fd,CONTAINS,"The DesignPrinciple domain contains the concept 'Keep It Simple, Stupid (KISS)'",hierarchical,strong,
r_022d3114,d_e07af921,n_24f5662c,CONTAINS,The DesignPrinciple domain contains the concept 'Precondition',hierarchical,strong,
r_25a10cb1,d_e07af921,n_7d908bd6,CONTAINS,The DesignPrinciple domain contains the concept 'Postcondition',hierarchical,strong,
r_530bafc5,d_e07af921,n_c3ad1a12,CONTAINS,The DesignPrinciple domain contains the concept 'Data Abstraction',hierarchical,strong,
r_f5086b99,d_e07af921,n_5db7a4b3,CONTAINS,The DesignPrinciple domain contains the concept 'Top-down Analysis',hierarchical,strong,
r_0ac658b4,d_e07af921,n_81a27e2e,CONTAINS,The DesignPrinciple domain contains the concept 'Stepwise Refinement',hierarchical,strong,
r_5da423a9,d_e07af921,n_fe984a72,CONTAINS,The DesignPrinciple domain contains the concept 'Mutual Exclusion',hierarchical,strong,
r_fabd53e0,d_e07af921,n_97e44103,CONTAINS,The DesignPrinciple domain contains the concept 'Usability Design Principles',hierarchical,strong,
r_bf01d782,d_e07af921,n_1043facb,CONTAINS,The DesignPrinciple domain contains the concept 'WhiteSpace',hierarchical,strong,
r_81442910,d_e07af921,n_14030c53,CONTAINS,The DesignPrinciple domain contains the concept 'Method Naming Convention',hierarchical,strong,
r_d89212f8,d_e07af921,n_530aad72,CONTAINS,The DesignPrinciple domain contains the concept 'Code Duplication',hierarchical,strong,
r_1f6d56a6,d_e07af921,n_7e4588e5,CONTAINS,The DesignPrinciple domain contains the concept 'Algorithm Decomposition',hierarchical,strong,
r_d8695f11,d_e07af921,n_106a34d3,CONTAINS,The DesignPrinciple domain contains the concept 'Algorithm Selection',hierarchical,strong,
r_8846db4b,d_e07af921,n_a05b4048,CONTAINS,The DesignPrinciple domain contains the concept 'Data Structure Selection',hierarchical,strong,
r_659fcaa5,d_e07af921,n_78d8ae32,CONTAINS,The DesignPrinciple domain contains the concept 'Elimination of Duplicated Code',hierarchical,strong,
r_ef4e40a3,d_e07af921,n_0eed1299,CONTAINS,The DesignPrinciple domain contains the concept 'refactoring',hierarchical,strong,
r_3d43c19b,d_e07af921,n_ff6d7144,CONTAINS,The DesignPrinciple domain contains the concept 'Design Stamina Hypothesis',hierarchical,strong,
r_8e54c2f2,d_e07af921,n_0e0b4884,CONTAINS,The DesignPrinciple domain contains the concept 'Self-Testing Code',hierarchical,strong,
r_23f14bc5,d_e07af921,n_9aa0a177,CONTAINS,The DesignPrinciple domain contains the concept 'Divergent Change',hierarchical,strong,
r_80f55b97,d_e07af921,n_f70bafc3,CONTAINS,The DesignPrinciple domain contains the concept 'Shotgun Surgery',hierarchical,strong,
r_43f7d8cc,d_e07af921,n_c1ab9951,CONTAINS,The DesignPrinciple domain contains the concept 'Boundary Testing',hierarchical,strong,
r_01c59bfe,d_e07af921,n_2cc030e4,CONTAINS,The DesignPrinciple domain contains the concept 'Bad Smells in Code',hierarchical,strong,
r_e2c09d49,d_e07af921,n_c3593a0d,CONTAINS,The DesignPrinciple domain contains the concept 'Small Functions',hierarchical,strong,
r_a9263762,d_e07af921,n_a8225db4,CONTAINS,The DesignPrinciple domain contains the concept 'Function Naming',hierarchical,strong,
r_dc941e20,d_e07af921,n_8bf8ef8f,CONTAINS,The DesignPrinciple domain contains the concept 'Joints in Software Systems',hierarchical,strong,
r_e3507efe,d_e07af921,n_84b29496,CONTAINS,The DesignPrinciple domain contains the concept 'Feature Envy',hierarchical,strong,
r_104a5cf7,d_e07af921,n_59aa27d9,CONTAINS,The DesignPrinciple domain contains the concept 'Primitive Obsession',hierarchical,strong,
r_e6ec31f6,d_e07af921,n_a19c86c4,CONTAINS,The DesignPrinciple domain contains the concept 'Command-Query Separation',hierarchical,strong,
r_9d517de0,d_e07af921,n_2517b92f,CONTAINS,The DesignPrinciple domain contains the concept 'Command-Query Separation Principle',hierarchical,strong,
r_6aac8949,d_e07af921,n_33d5079e,CONTAINS,The DesignPrinciple domain contains the concept 'Assertion',hierarchical,strong,
r_c8a29ddb,d_e07af921,n_a6e0a915,CONTAINS,The DesignPrinciple domain contains the concept 'Extract Function Refactoring',hierarchical,strong,
r_b83b5685,d_e07af921,n_af227cd9,CONTAINS,The DesignPrinciple domain contains the concept 'Favor Object Composition over Class Inheritance',hierarchical,strong,
r_04d44a06,d_e07af921,n_6b7c1b7f,CONTAINS,The DesignPrinciple domain contains the concept 'Separation of Policy and Mechanism',hierarchical,strong,
r_de7438a4,d_e07af921,n_da51d64b,CONTAINS,The DesignPrinciple domain contains the concept 'Functional Fixedness',hierarchical,strong,
r_37350fa9,d_e07af921,n_683887b5,CONTAINS,The DesignPrinciple domain contains the concept 'Convergent Thinking',hierarchical,strong,
r_1196e3a2,d_e07af921,n_c420c2a0,CONTAINS,The DesignPrinciple domain contains the concept 'Principles of Software Architecture',hierarchical,strong,
r_ebeddb99,d_e07af921,n_81817339,CONTAINS,The DesignPrinciple domain contains the concept 'Stakeholder Influence',hierarchical,strong,
r_6556283d,d_e07af921,n_f7102e5b,CONTAINS,The DesignPrinciple domain contains the concept 'Design Principles',hierarchical,strong,
r_115c0d2b,d_e07af921,n_8aa20d8f,CONTAINS,The DesignPrinciple domain contains the concept 'Abstraction Principle',hierarchical,strong,
r_b15d647d,d_e07af921,n_dc6a0c18,CONTAINS,The DesignPrinciple domain contains the concept 'Encapsulation Principle',hierarchical,strong,
r_2d89a5c6,d_e07af921,n_b654e141,CONTAINS,The DesignPrinciple domain contains the concept 'Coupling and Cohesion',hierarchical,strong,
r_ab49c91a,d_e07af921,n_562b93b2,CONTAINS,The DesignPrinciple domain contains the concept 'Separation of Interface and Implementation',hierarchical,strong,
r_1a01b176,d_e07af921,n_0dcd7e83,CONTAINS,The DesignPrinciple domain contains the concept 'Sufficiency and Completeness',hierarchical,strong,
r_cf5d33fe,d_e07af921,n_137ee3b9,CONTAINS,The DesignPrinciple domain contains the concept 'Functional Cohesion',hierarchical,strong,
r_bb88fc5f,d_e07af921,n_b6ffb607,CONTAINS,The DesignPrinciple domain contains the concept 'Minimum coupling',hierarchical,strong,
r_f7bb468a,d_e07af921,n_0e16d601,CONTAINS,The DesignPrinciple domain contains the concept 'Maximum cohesion',hierarchical,strong,
r_d3c5c164,d_e07af921,n_7b3f9a1e,CONTAINS,The DesignPrinciple domain contains the concept 'Information hiding',hierarchical,strong,
r_a67acfea,d_e07af921,n_878bcbcc,CONTAINS,The DesignPrinciple domain contains the concept 'Orthogonality',hierarchical,strong,
r_75d848cf,d_e07af921,n_9b11b100,CONTAINS,The DesignPrinciple domain contains the concept 'Satisficing',hierarchical,strong,
r_89788f00,d_e07af921,n_5eb34864,CONTAINS,The DesignPrinciple domain contains the concept 'Object Collaboration',hierarchical,strong,
r_f39cc1c5,d_e07af921,n_4dc2dc2c,CONTAINS,The DesignPrinciple domain contains the concept 'Empirical Knowledge about Components',hierarchical,strong,
r_3b8023ff,d_e07af921,n_0ef9d2d2,CONTAINS,The DesignPrinciple domain contains the concept 'Empirical Knowledge about Services',hierarchical,strong,
r_a1932eea,d_e07af921,n_9c0ff543,CONTAINS,The DesignPrinciple domain contains the concept 'Declarative Knowledge',hierarchical,strong,
r_a4bbdd92,d_e07af921,n_4c09ef54,CONTAINS,The DesignPrinciple domain contains the concept 'formalized heuristics',hierarchical,strong,
r_6b2984ce,d_e07af921,n_05746ecd,CONTAINS,The DesignPrinciple domain contains the concept 'Active User Involvement',hierarchical,strong,
r_30f5dc41,d_e07af921,n_30a55ba2,CONTAINS,The DesignPrinciple domain contains the concept 'Empowered Teams',hierarchical,strong,
r_8ee0bdfa,d_e07af921,n_2396d13a,CONTAINS,The DesignPrinciple domain contains the concept 'Frequent Delivery of Products',hierarchical,strong,
r_60cb6721,d_e07af921,n_e8f7bd2e,CONTAINS,The DesignPrinciple domain contains the concept 'Iterative and Incremental Development',hierarchical,strong,
r_61139d9b,d_e07af921,n_d6958b1e,CONTAINS,The DesignPrinciple domain contains the concept 'Design Patterns Vocabulary',hierarchical,strong,
r_95924b63,d_e07af921,n_f7a8c7e5,CONTAINS,The DesignPrinciple domain contains the concept 'Problem Specification',hierarchical,strong,
r_b7c8f2c4,d_e07af921,n_d43e4f06,CONTAINS,The DesignPrinciple domain contains the concept 'Pattern Classification',hierarchical,strong,
r_2ade48c1,d_e07af921,n_41707a60,CONTAINS,The DesignPrinciple domain contains the concept 'Design Trade-offs',hierarchical,strong,
r_ea3a7940,d_e07af921,n_b74406e7,CONTAINS,The DesignPrinciple domain contains the concept 'preconditions',hierarchical,strong,
r_6a0754c5,d_e07af921,n_0654124c,CONTAINS,The DesignPrinciple domain contains the concept 'postconditions',hierarchical,strong,
r_53447b19,d_e07af921,n_66c93af0,CONTAINS,The DesignPrinciple domain contains the concept 'Design Review',hierarchical,strong,
r_9b06761a,d_e07af921,n_44acb6ca,CONTAINS,The DesignPrinciple domain contains the concept 'Minimum Coupling',hierarchical,strong,
r_f54eafa3,d_e07af921,n_4830b5a7,CONTAINS,The DesignPrinciple domain contains the concept 'Maximum Cohesion',hierarchical,strong,
r_03c0edcb,d_e07af921,n_f2a56a89,CONTAINS,The DesignPrinciple domain contains the concept 'modularity',hierarchical,strong,
r_c5b35315,d_e07af921,n_d2b8caac,CONTAINS,The DesignPrinciple domain contains the concept 'information hiding',hierarchical,strong,
r_773ddda5,d_e07af921,n_5fed3411,CONTAINS,The DesignPrinciple domain contains the concept 'inheritance',hierarchical,strong,
r_572453b4,d_e07af921,n_30fca6d4,CONTAINS,The DesignPrinciple domain contains the concept 'incremental development',hierarchical,strong,
r_a5a6c358,d_e07af921,n_e6e750e3,CONTAINS,The DesignPrinciple domain contains the concept 'Agile Software Development',hierarchical,strong,
r_edc3d960,d_e07af921,n_2a3ac0d8,CONTAINS,The DesignPrinciple domain contains the concept 'Model-Driven Approach',hierarchical,strong,
r_e11935b2,d_e07af921,n_e136b547,CONTAINS,The DesignPrinciple domain contains the concept 'Acceptance Testing',hierarchical,strong,
r_1b24991e,d_e07af921,n_89218e0c,CONTAINS,The DesignPrinciple domain contains the concept 'Structured Natural Language',hierarchical,strong,
