id,source,target,relationship_type,properties
rel_000186,Access Rights Management,Emergency Mode,CONTAINS,"{description: ""Access Rights Management is a critical component of Emergency Mode, ensuring that user permissions are appropriately managed.""}"
rel_000187,Access control,Service-oriented architecture,DEPENDS_ON,"{description: ""Access control is a critical quality attribute in service-oriented architecture to ensure security.""}"
rel_000188,Access-Method-Agnostic API,Btree Access Method,DEPENDS_ON,"{description: ""The API allows applications to interact with the Btree access method without needing to know its implementation details.""}"
rel_000189,Access-Method-Agnostic API,Hash Library,DEPENDS_ON,"{description: ""The API provides a unified interface for applications to access the hash library functionalities.""}"
rel_000190,AccessService,Role,DEPENDS_ON,"{description: ""AccessService queries the Role aggregate to check user permissions.""}"
rel_000191,AccessService,User,DEPENDS_ON,"{description: ""AccessService interacts with the User entity to perform operations related to user roles.""}"
rel_000192,AccessService,assignUserToRole,CONTAINS,"{description: ""AccessService contains the method assignUserToRole which manages user-role assignments.""}"
rel_000193,Accidental Complexity,Essential Complexity,RELATES_TO,"{description: ""Accidental complexity arises when architects introduce unnecessary complexity to a system, complicating the essential complexity that already exists.""}"
rel_000194,Account,CustomerHandler,DEPENDS_ON,"{description: ""The Account entity is managed by the CustomerHandler for account-related operations.""}"
rel_000195,AccountService Class,Testability,DEPENDS_ON,"{description: ""The design of the AccountService class, particularly its use of interfaces, enhances the testability of the application.""}"
rel_000196,Accurate Garbage Collection (GC),Concurrency,RELATES_TO,"{description: ""Accurate GC supports concurrency by managing memory efficiently, which is essential for high-performance applications.""}"
rel_000197,Action Bar,User Interface Consistency,IMPLEMENTS,"{description: ""The action bar contributes to user interface consistency by providing a uniform navigation experience across different screens.""}"
rel_000198,ActionListener,JT extField,IMPLEMENTS,"{description: ""The ActionListener is associated with the JT extField to handle user actions like button clicks.""}"
rel_000199,Active Class,Node,DEPENDS_ON,"{description: ""An active class may depend on a node for its execution environment.""}"
rel_000200,Active Design,Risk-Driven Approach,RELATES_TO,"{description: ""Active design is a method that aligns with the risk-driven approach by focusing on reducing architectural risks.""}"
rel_000201,Active Redundancy,Availability,RELATES_TO,"{description: ""Active redundancy enhances system availability by allowing quick failover to redundant components.""}"
rel_000202,Active Reviews for Intermediate Designs (ARID),Security,RELATES_TO,"{description: ""ARID reviews can identify potential security issues in intermediate designs before final implementation.""}"
rel_000203,Active/Hot Spare,Passive/Warm Spare,RELATES_TO,"{description: ""Both are redundancy approaches but differ in their availability and recovery time.""}"
rel_000204,Activity Diagram,Sequence Diagram,RELATES_TO,"{description: ""Activity diagrams can represent workflows that may be detailed in sequence diagrams.""}"
rel_000205,Activity Diagram,Swimlane,CONTAINS,"{description: ""An activity diagram contains swimlanes to delineate responsibilities among different agents.""}"
rel_000206,Activity Diagrams,Use Cases,RELATES_TO,"{description: ""Activity diagrams complement use cases by illustrating the flow of activities within the system.""}"
rel_000207,Activity Module,Plugin,PART_OF,"{description: ""Activity modules are a significant type of plugin that encapsulates educational activities.""}"
rel_000208,Actor,Use Case,PART_OF,"{description: ""Actors are integral to use cases as they represent the users or systems that interact with the use case.""}"
rel_000209,Actor Authentication,Performance,DEPENDS_ON,"{description: ""Effective actor authentication mechanisms can impact the overall performance of the system.""}"
rel_000210,Actor/Actions Approach,Component Design,IMPLEMENTS,"{description: ""The Actor/Actions Approach is a technique for designing components based on user roles and actions.""}"
rel_000211,Acyclic Dependencies Principle,Clean Architecture,RELATES_TO,"{description: ""The Acyclic Dependencies Principle supports Clean Architecture by ensuring that dependencies do not form cycles, thus maintaining modularity.""}"
rel_000212,Acyclic Dependencies Principle (ADP),Cohesion and Coupling Principles,DEPENDS_ON,"{description: ""The Acyclic Dependencies Principle is related to the cohesion and coupling principles as it governs the interrelationships between packages.""}"
rel_000213,Acyclic Dependency Graph,Maintainability,RELATES_TO,"{description: ""Maintaining an acyclic dependency graph contributes to the maintainability of the system by reducing complexity and potential integration issues.""}"
rel_000214,Acyclic Dependency Graph,Scalability,RELATES_TO,"{description: ""An acyclic dependency graph supports scalability by allowing components to evolve independently without introducing cyclic dependencies.""}"
rel_000215,Adapter,Abstract Factory,RELATES_TO,"{description: ""The Adapter pattern can be configured by the Abstract Factory pattern to create compatible interfaces.""}"
rel_000216,Adapter,Abstract Server,DEPENDS_ON,"{description: ""The Adapter pattern depends on the Abstract Server pattern to provide a way to connect to third-party servers without modifying them.""}"
rel_000217,Adapter,Adaptee,DEPENDS_ON,"{description: ""The Adapter depends on the Adaptee to provide the required functionality.""}"
rel_000218,Adapter,Composite,RELATES_TO,"{description: ""Both patterns are structural design patterns that help in composing objects, with Adapter focusing on interface compatibility and Composite on part-whole hierarchies.""}"
rel_000219,Adapter,Composite,RELATES_TO,"{description: ""The Adapter pattern can be used to adapt components that are part of a Composite structure.""}"
rel_000220,Adapter,Decorator,RELATES_TO,"{description: ""Both are structural design patterns that involve wrapping objects to enhance functionality.""}"
rel_000221,Adapter,Facade,DEPENDS_ON,"{description: ""Both patterns are used to manage interface complexity, but serve different purposes.""}"
rel_000222,Adapter,Observer,RELATES_TO,"{description: ""An Adapter can implement the Observer pattern to notify changes in the adapted object.""}"
rel_000223,Adapter,Proxy,RELATES_TO,"{description: ""Both Adapter and Proxy patterns are structural patterns that deal with interface compatibility and access control.""}"
rel_000224,Adapter,Proxy,RELATES_TO,"{description: ""Both are structural design patterns that deal with object composition and interface compatibility.""}"
rel_000225,Adapter,Proxy,RELATES_TO,"{description: ""Both are structural design patterns that deal with object interaction and interface compatibility.""}"
rel_000226,Adapter,Target,IMPLEMENTS,"{description: ""The Adapter implements the Target interface to fulfill the Client\'s expectations.""}"
rel_000227,Adapter Pattern,Class Adapter,CONTAINS,"{description: ""Class Adapter is a specific implementation of the Adapter Pattern that allows for behavior overriding.""}"
rel_000228,Adapter Pattern,Class Adapter,IMPLEMENTS,"{description: ""Class Adapter is a specific implementation of the Adapter Pattern that uses inheritance.""}"
rel_000229,Adapter Pattern,Composite Pattern,RELATES_TO,"{description: ""Both patterns are structural design patterns that help in composing and adapting interfaces.""}"
rel_000230,Adapter Pattern,Composite Pattern,RELATES_TO,"{description: ""The Adapter Pattern can be used in conjunction with the Composite Pattern to allow different components to work together.""}"
rel_000231,Adapter Pattern,Composite Pattern,RELATES_TO,"{description: ""The Adapter pattern can be used in conjunction with the Composite pattern to allow different components to work together.""}"
