source,target,relationship_type,properties
Adaptor Component,Sensor Data Interface,DEPENDS_ON,"{description: ""The Adaptor Component depends on the Sensor Data Interface to retrieve data from sensors.""}"
Adaptor Component,Sensor Management Interface,DEPENDS_ON,"{description: ""The Adaptor Component depends on the Sensor Management Interface to translate commands for different sensor types.""}"
Adaptor Component,Sequential Composition,IMPLEMENTS,"{description: ""The Adaptor Component pattern is often used in sequential composition to ensure compatibility between components.""}"
Adaptor Services,Architectural Migration,RELATES_TO,"{description: ""Adaptor services are often used in the context of architectural migration to facilitate interoperability.""}"
Add Category Request,Category Frame,RELATES_TO,"{description: ""The Add Category request is used to create a new Category Frame in the design store.""}"
AddOrder,User,RELATES_TO,"{description: ""The AddOrder method is related to the User entity, allowing it to perform actions related to orders.""}"
Admin Domain,Flatten Components Pattern,IMPLEMENTS,"{description: ""The Admin Domain leverages the Flatten Components Pattern for improved component management.""}"
Administrative Interface,Module,DEPENDS_ON,"{description: ""Administrative interfaces often depend on modules that provide core functionalities.""}"
Administrative Reporting,Patient Record Management System,PART_OF,"{description: ""Administrative reporting is a component of the overall patient record management system.""}"
Administrative Scripts,Cloud-native Application,PART_OF,"{description: ""Administrative scripts are part of the overall code structure that supports cloud-native applications by ensuring consistency in execution.""}"
Advanced C++ Programming Styles and Idioms,Object-Oriented Design,RELATES_TO,"{description: ""The book discusses various design patterns that enhance object-oriented design practices.""}"
AdvancedComputerPartsFactory,ComputerPartsFactory,IMPLEMENTS,"{description: ""The AdvancedComputerPartsFactory implements the ComputerPartsFactory interface, providing concrete methods for creating advanced computer parts.""}"
AdvancedComputerStore,ComputerStore,IMPLEMENTS,"{description: ""AdvancedComputerStore implements the ComputerStore interface, providing specific functionality for advanced stores.""}"
AdvancedStoreProductIterator,Iterator Design Pattern,IMPLEMENTS,"{description: ""The AdvancedStoreProductIterator implements the Iterator design pattern to provide a way to traverse a collection of advanced products.""}"
Advisor Class,Advisor Interface,IMPLEMENTS,"{description: ""The Advisor class implements the operations defined in the Advisor interface.""}"
AerialCharacter,EnemyCharacter,IMPLEMENTS,"{description: ""AerialCharacter is a specific implementation of EnemyCharacter that adds flying capabilities.""}"
AerialEnemyCharacter,Character,PART_OF,"{description: ""AerialEnemyCharacter is a specific implementation of the Character class.""}"
AerialEnemyCharacter,Prototype Design Pattern,IMPLEMENTS,"{description: ""AerialEnemyCharacter uses the Prototype Design Pattern to implement object duplication.""}"
Afferent Coupling,Coupling,RELATES_TO,"{description: ""Afferent coupling is a specific measure of coupling that indicates how many components depend on a given artifact.""}"
Afferent Coupling,Efferent Coupling,RELATES_TO,"{description: ""Both metrics are used to evaluate the dependencies and interactions between code artifacts, aiding in architectural decisions.""}"
Affordance,Feedback,RELATES_TO,"{description: ""Affordance and feedback are both crucial design principles that enhance user interaction and experience.""}"
Agent,Knowledge Source,PART_OF,"{description: ""Agents in the blackboard architecture are responsible for utilizing knowledge sources to solve problems.""}"
Agent,Listing,RELATES_TO,"{description: ""Agents are responsible for managing Listings, establishing the connection between agents and the properties they represent.""}"
Aggregate,Aggregate Root,CONTAINS,"{description: ""An aggregate contains an aggregate root that manages its internal entities.""}"
Aggregate,BacklogItem,CONTAINS,"{description: ""The Aggregate can contain multiple BacklogItems as part of its state.""}"
Aggregate,BacklogItem,PART_OF,"{description: ""BacklogItem is an aggregate that is part of the overall domain model represented by Aggregates.""}"
Aggregate,BacklogItem,PART_OF,"{description: ""BacklogItem is an example of an Aggregate in Domain-Driven Design.""}"
Aggregate,Bounded Context,PART_OF,"{description: ""Aggregate is defined within a specific Bounded Context.""}"
Aggregate,Bounded Context,PART_OF,"{description: ""Aggregates exist within a Bounded Context, defining the limits of their applicability.""}"
Aggregate,Bounded Context,PART_OF,"{description: ""Aggregates exist within a bounded context, which defines their operational limits.""}"
Aggregate,Bounded Context,PART_OF,"{description: ""An Aggregate exists within a Bounded Context, defining its operational boundaries.""}"
Aggregate,Bounded Context,RELATES_TO,"{description: ""Aggregates are defined within bounded contexts to maintain consistency and integrity of domain objects.""}"
Aggregate,Bounded Context,RELATES_TO,"{description: ""Aggregates exist within Bounded Contexts, defining the scope of their transactional consistency.""}"
Aggregate,Bounded Context,RELATES_TO,"{description: ""Aggregates exist within a bounded context, defining the limits of their applicability.""}"
Aggregate,Bounded Context,RELATES_TO,"{description: ""Aggregates exist within bounded contexts to maintain consistency and encapsulate domain logic.""}"
Aggregate,Bounded Context,RELATES_TO,"{description: ""Aggregates exist within bounded contexts, defining their transactional boundaries.""}"
Aggregate,Consistency Rule,IMPLEMENTS,"{description: ""Aggregates implement consistency rules to ensure that related attributes remain synchronized.""}"
Aggregate,Domain Event,CONTAINS,"{description: ""Aggregates can publish domain events when their state changes.""}"
Aggregate,Domain Event,RELATES_TO,"{description: ""Aggregates generate Domain Events to communicate state changes to other components.""}"
Aggregate,Domain Event,RELATES_TO,"{description: ""Aggregates generate domain events to signify state changes.""}"
Aggregate,Domain Service,DEPENDS_ON,"{description: ""Aggregates may rely on Domain Services for business logic and integration tasks.""}"
Aggregate,Domain Service,DEPENDS_ON,"{description: ""Aggregates may rely on Domain Services for business logic and integration with other components.""}"
Aggregate,Entity,CONTAINS,"{description: ""Aggregates are composed of entities that maintain their identity.""}"
Aggregate,Entity,CONTAINS,"{description: ""Aggregates are composed of multiple entities that represent the core business concepts.""}"
Aggregate,Entity,CONTAINS,"{description: ""Aggregates consist of entities that are treated as a single unit.""}"
Aggregate,Entity,CONTAINS,"{description: ""Aggregates consist of entities that have distinct identities.""}"
Aggregate,Entity,CONTAINS,"{description: ""Aggregates consist of entities that represent distinct concepts in the domain.""}"
Aggregate,Entity,CONTAINS,"{description: ""Aggregates contain entities as part of their structure, managing their lifecycle and relationships.""}"
Aggregate,Entity,CONTAINS,"{description: ""Aggregates contain entities that are treated as a single unit for data changes.""}"
Aggregate,Entity,CONTAINS,"{description: ""An Aggregate can contain multiple Entities that are treated as a single unit.""}"
Aggregate,Entity,CONTAINS,"{description: ""An Aggregate can contain one or more Entities that are part of its transactional boundary.""}"
Aggregate,Entity,CONTAINS,"{description: ""An Aggregate consists of multiple Entities that are treated as a single unit.""}"
Aggregate,Entity,CONTAINS,"{description: ""An Aggregate consists of one or more Entities that are treated as a single unit for data changes.""}"
Aggregate,Entity,CONTAINS,"{description: ""An Aggregate contains Entities that are treated as a single unit for data changes.""}"
Aggregate,Entity,CONTAINS,"{description: ""An Aggregate contains multiple Entities that represent tasks within a backlog item.""}"
Aggregate,Entity,CONTAINS,"{description: ""An Aggregate contains one or more Entities that are treated as a single unit.""}"
Aggregate,Entity,CONTAINS,"{description: ""An Aggregate contains one or more Entities that represent domain concepts.""}"
